,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1833,ID 1833,ID 1833,ID 1833,ID 1833,ID 1833,ID 1833,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1907,ID 1907,ID 1907,ID 1907,ID 1907,ID 1907,ID 1907,ID 2074,ID 2074,ID 2074,ID 2074,ID 2074,ID 2074,ID 2074,ID 1880,ID 1880,ID 1880,ID 1880,ID 1880,ID 1880,ID 1880,ID 1950,ID 1950,ID 1950,ID 1950,ID 1950,ID 1950,ID 1950,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1561,ID 1561,ID 1561,ID 1561,ID 1561,ID 1561,ID 1561,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 492,ID 492,ID 492,ID 492,ID 492,ID 492,ID 492,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697
,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,AUERBACH,AUERBACH,AUERBACH,AUERBACH,AUERBACH,AUERBACH,AUERBACH,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,DAMINK,DAMINK,DAMINK,DAMINK,DAMINK,DAMINK,DAMINK,HERMANSSON,HERMANSSON,HERMANSSON,HERMANSSON,HERMANSSON,HERMANSSON,HERMANSSON,ZENONI,ZENONI,ZENONI,ZENONI,ZENONI,ZENONI,ZENONI,GALANT,GALANT,GALANT,GALANT,GALANT,GALANT,GALANT,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SASINEK MAKI,SASINEK MAKI,SASINEK MAKI,SASINEK MAKI,SASINEK MAKI,SASINEK MAKI,SASINEK MAKI,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,SATEN,SATEN,SATEN,SATEN,SATEN,SATEN,SATEN,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,BELL,BELL,BELL,BELL,BELL,BELL,BELL
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:43.158,-20.965,7.771,5.223,0.009,253.473,251.489,20.81,-21.784,8.103,5.269,-0.014,253.125,250.670,21.47,-20.438,7.897,5.222,0.021,254.471,252.016,20.44,-22.996,7.701,5.389,0.008,251.027,249.457,22.08,-23.507,7.173,5.467,-0.006,251.520,248.946,22.10,-20.871,6.928,5.227,-0.043,255.451,251.583,19.97,-21.673,7.402,5.271,-0.042,254.535,250.781,20.74,-20.561,7.135,5.256,-0.001,256.742,251.893,19.87,-21.449,5.506,5.329,-0.010,258.686,251.005,19.50,-20.495,7.5,5.142,-0.001,255.707,251.959,20.05,-21.573,6.085,5.280,-0.021,257.195,250.881,19.92,-24.209,8.144,5.368,-0.012,251.365,248.244,23.00,-21.008,6.047,5.292,-0.015,258.942,251.446,19.48,-20.569,6.56,5.253,-0.019,260.143,251.885,19.61
00:43.258,-20.317,7.798,5.226,0.010,253.473,252.137,20.32,-21.267,8.143,5.266,-0.015,254.209,251.187,21.13,-19.806,7.85,5.230,0.024,254.471,252.648,20.04,-22.383,7.639,5.392,0.009,252.401,250.071,21.71,-23.05,7.235,5.452,-0.014,252.681,249.403,21.69,-20.483,7.09,5.219,-0.045,256.588,251.971,19.66,-21.165,7.453,5.268,-0.042,255.547,251.289,20.56,-19.963,7.018,5.256,-0.001,256.742,252.491,19.58,-20.871,5.348,5.321,-0.014,260.167,251.583,19.06,-20,7.501,5.152,0.004,255.707,252.454,19.80,-21.079,6.228,5.278,-0.021,258.280,251.375,19.56,-23.683,8.164,5.361,-0.016,251.365,248.770,22.88,-20.458,6.083,5.290,-0.015,258.942,251.996,19.13,-19.886,6.502,5.254,-0.018,260.143,252.568,19.18
00:43.358,-19.743,7.828,5.229,0.011,254.821,252.711,19.88,-20.84,8.21,5.263,-0.016,254.209,251.614,20.80,-19.204,7.846,5.238,0.028,255.655,253.250,19.56,-21.717,7.573,5.395,0.011,252.401,250.737,21.23,-22.669,7.308,5.437,-0.023,252.681,249.784,21.41,-19.997,7.102,5.210,-0.048,256.588,252.457,19.50,-20.671,7.431,5.264,-0.041,255.547,251.783,20.24,-19.374,6.96,5.251,-0.003,258.231,253.080,19.08,-20.431,5.481,5.312,-0.018,260.167,252.023,18.54,-19.502,7.561,5.165,0.011,257.124,252.952,19.45,-20.468,6.322,5.273,-0.022,258.280,251.986,19.31,-23.098,8.166,5.361,-0.015,251.365,249.355,22.52,-19.913,6.076,5.289,-0.015,260.022,252.541,18.77,-19.305,6.51,5.252,-0.018,261.415,253.149,18.66
00:43.458,-19.313,7.707,5.232,0.012,254.821,253.141,19.50,-20.259,8.234,5.261,-0.016,254.209,252.195,20.54,-18.657,7.853,5.235,0.025,255.655,253.797,19.13,-21.114,7.497,5.382,0.004,253.686,251.340,20.71,-22.232,7.341,5.430,-0.025,252.681,250.222,21.20,-19.516,6.934,5.206,-0.048,256.588,252.938,19.16,-20.073,7.345,5.268,-0.038,256.549,252.381,19.87,-18.716,6.89,5.243,-0.007,258.231,253.738,18.62,-19.89,5.579,5.306,-0.020,261.190,252.564,18.32,-19.041,7.519,5.183,0.020,257.124,253.413,19.14,-19.944,6.308,5.269,-0.023,259.410,252.510,18.94,-22.453,8.121,5.362,-0.014,252.798,250.001,22.11,-19.418,6.176,5.288,-0.014,260.022,253.036,18.38,-18.8,6.506,5.250,-0.018,261.415,253.654,18.25
00:43.558,-18.77,7.602,5.235,0.013,255.821,253.684,19.11,-19.742,8.123,5.259,-0.016,255.740,252.712,20.15,-18.176,7.895,5.231,0.021,256.805,254.278,18.75,-20.53,7.499,5.370,-0.003,253.686,251.924,20.23,-21.714,7.258,5.423,-0.028,253.966,250.740,20.91,-19.04,6.815,5.201,-0.047,257.943,253.414,18.70,-19.516,7.331,5.271,-0.034,256.549,252.938,19.39,-18.191,6.9,5.235,-0.011,259.486,254.257,18.11,-19.371,5.694,5.299,-0.023,261.190,253.083,18.01,-18.517,7.487,5.201,0.028,257.124,253.937,18.78,-19.423,6.319,5.264,-0.024,259.410,253.031,18.56,-21.65,8.034,5.362,-0.013,252.798,250.804,21.62,-18.903,6.24,5.287,-0.014,261.066,253.551,18.10,-18.289,6.547,5.249,-0.018,262.501,254.165,17.89
00:43.658,-18.162,7.58,5.237,0.013,255.821,254.292,18.65,-19.168,8.057,5.257,-0.016,255.740,253.286,19.70,-17.738,7.914,5.227,0.018,256.805,254.716,18.43,-19.959,7.501,5.358,-0.009,254.875,252.495,19.82,-21.15,7.235,5.416,-0.030,253.966,251.304,20.49,-18.633,6.758,5.197,-0.047,257.943,253.821,18.28,-18.967,7.347,5.275,-0.030,257.713,253.487,18.98,-17.702,6.956,5.227,-0.015,259.486,254.758,17.74,-18.959,5.794,5.293,-0.025,262.272,253.500,17.72,-17.934,7.429,5.220,0.037,258.599,254.520,18.39,-19.017,6.287,5.260,-0.026,260.461,253.437,18.20,-20.961,7.999,5.363,-0.012,254.256,251.493,20.99,-18.412,6.255,5.286,-0.013,261.066,254.042,17.78,-17.859,6.582,5.247,-0.018,262.501,254.595,17.56
00:43.758,-17.65,7.7,5.240,0.014,256.978,254.804,18.20,-18.551,7.988,5.256,-0.016,256.830,253.903,19.25,-17.218,7.909,5.224,0.015,256.805,255.236,18.14,-19.587,7.682,5.346,-0.016,254.875,252.867,19.42,-20.573,7.293,5.409,-0.032,255.063,251.881,20.07,-18.154,6.804,5.192,-0.047,257.943,254.300,17.95,-18.446,7.415,5.278,-0.026,257.713,254.008,18.61,-17.299,7.041,5.219,-0.018,260.496,255.155,17.44,-18.486,5.882,5.286,-0.027,262.272,253.968,17.50,-17.388,7.447,5.238,0.045,258.599,255.066,17.93,-18.52,6.256,5.255,-0.027,260.461,253.934,17.89,-20.499,8.016,5.363,-0.011,254.256,251.955,20.48,-17.704,6.102,5.285,-0.013,262.075,254.750,17.44,-17.373,6.572,5.245,-0.018,262.501,255.081,17.28
00:43.858,-17.149,7.842,5.242,0.015,256.978,255.305,17.93,-18.066,8.026,5.254,-0.017,256.830,254.388,18.77,-16.662,7.863,5.220,0.011,258.245,255.792,17.77,-19.129,7.628,5.333,-0.023,254.875,253.325,19.28,-20.085,7.404,5.402,-0.035,255.063,252.369,19.70,-17.696,6.929,5.191,-0.045,259.311,254.758,17.65,-17.981,7.448,5.284,-0.021,258.782,254.473,18.29,-16.718,7.004,5.217,-0.019,260.496,255.736,17.21,-17.974,5.824,5.279,-0.029,262.272,254.480,17.23,-16.876,7.462,5.257,0.053,259.728,255.578,17.56,-18.115,6.349,5.252,-0.027,260.461,254.334,17.52,-20.128,8.07,5.369,-0.008,255.402,252.326,20.16,-17.108,6.012,5.283,-0.013,262.075,255.346,16.83,-16.684,6.516,5.252,-0.014,263.929,255.770,16.93
00:43.958,-16.802,7.89,5.245,0.015,258.023,255.652,17.67,-17.635,8.05,5.254,-0.016,257.948,254.819,18.45,-16.139,7.848,5.221,0.011,258.245,256.315,17.34,-18.383,7.473,5.327,-0.025,256.281,254.071,18.92,-19.657,7.505,5.397,-0.035,256.127,252.797,19.44,-17.21,7.002,5.189,-0.044,259.311,255.244,17.41,-17.452,7.422,5.292,-0.016,258.782,255.002,17.98,-16.241,6.945,5.219,-0.016,260.496,256.213,16.77,-17.343,5.667,5.277,-0.029,263.673,255.106,16.83,-16.358,7.513,5.258,0.051,259.728,256.096,17.21,-17.609,6.452,5.251,-0.026,261.763,254.845,17.30,-19.748,8.118,5.376,-0.004,255.402,252.706,19.94,-16.535,5.946,5.280,-0.014,263.401,255.919,16.35,-16.21,6.491,5.258,-0.010,263.929,256.244,16.40
00:44.058,-16.591,7.961,5.248,0.016,258.023,255.863,17.46,-17.144,8.093,5.254,-0.015,257.948,255.310,18.16,-15.347,7.764,5.222,0.011,259.325,257.107,16.96,-17.841,7.373,5.320,-0.027,256.281,254.613,18.28,-19.228,7.502,5.392,-0.036,256.127,253.226,19.21,-16.705,7.034,5.187,-0.043,259.311,255.749,17.12,-16.926,7.389,5.300,-0.011,258.782,255.523,17.59,-15.62,6.896,5.221,-0.014,261.963,256.834,16.39,-16.708,5.665,5.275,-0.029,263.673,255.746,16.27,-15.862,7.513,5.259,0.049,260.755,256.592,16.88,-17.078,6.459,5.251,-0.025,261.763,255.376,17.01,-19.196,8.094,5.382,-0.001,255.402,253.258,19.70,-15.983,5.886,5.278,-0.014,263.401,256.471,15.90,-15.711,6.443,5.265,-0.006,265.094,256.743,16.05
00:44.158,-16.271,7.978,5.250,0.016,258.023,256.183,17.36,-16.615,8.107,5.254,-0.014,257.948,255.839,17.85,-14.824,7.824,5.223,0.011,259.325,257.630,16.34,-17.373,7.513,5.314,-0.029,257.599,255.081,17.83,-18.73,7.454,5.387,-0.037,256.127,253.724,18.90,-16.142,6.957,5.185,-0.042,260.783,256.312,16.79,-16.363,7.347,5.309,-0.006,260.302,256.091,17.19,-15.09,6.916,5.223,-0.012,261.963,257.364,15.92,-16.056,5.768,5.272,-0.028,264.948,256.398,15.82,-15.313,7.439,5.260,0.046,260.755,257.141,16.53,-16.466,6.43,5.250,-0.024,262.810,255.988,16.64,-18.528,8.022,5.388,0.003,256.712,253.926,19.30,-15.396,5.806,5.276,-0.014,264.539,257.058,15.46,-15.254,6.437,5.271,-0.002,265.094,257.200,15.67
00:44.258,-15.844,7.972,5.253,0.017,258.023,256.610,17.15,-16.081,8.073,5.254,-0.013,259.408,256.373,17.48,-14.525,7.89,5.224,0.011,260.667,257.929,16.01,-16.967,7.599,5.307,-0.031,257.599,255.487,17.60,-18.064,7.427,5.382,-0.038,257.473,254.390,18.51,-15.523,6.853,5.182,-0.041,260.783,256.931,16.33,-15.811,7.302,5.317,-0.001,260.302,256.643,16.77,-14.609,6.973,5.225,-0.010,263.118,257.845,15.56,-15.603,5.91,5.270,-0.028,264.948,256.851,15.43,-14.843,7.423,5.261,0.044,261.802,257.611,16.09,-15.966,6.402,5.250,-0.023,262.810,256.488,16.19,-18.006,8.005,5.395,0.007,256.712,254.448,18.77,-14.89,5.796,5.274,-0.014,264.539,257.564,14.99,-14.766,6.468,5.278,0.002,265.094,257.688,15.34
00:44.358,-15.407,7.936,5.255,0.017,259.333,257.047,16.84,-15.426,8.008,5.255,-0.012,259.408,257.028,17.08,-14.044,7.915,5.231,0.014,260.667,258.411,15.85,-16.6,7.707,5.308,-0.029,257.599,255.854,17.37,-17.328,7.382,5.372,-0.041,257.473,255.126,18.02,-14.97,6.776,5.181,-0.040,261.973,257.484,15.82,-15.255,7.407,5.329,0.006,261.419,257.199,16.34,-14.182,7.014,5.234,-0.005,263.118,258.272,15.26,-15.174,5.859,5.268,-0.027,266.079,257.280,15.21,-14.294,7.378,5.264,0.042,261.802,258.155,15.74,-15.505,6.299,5.248,-0.022,263.918,256.949,15.82,-17.49,8.027,5.399,0.009,257.900,254.964,18.39,-14.365,5.756,5.271,-0.015,265.629,258.089,14.63,-14.359,6.493,5.292,0.010,266.538,258.095,15.01
00:44.458,-14.724,8.013,5.249,0.013,259.333,257.730,16.51,-14.919,8.017,5.253,-0.012,260.594,257.535,16.57,-13.515,7.861,5.242,0.019,260.667,258.940,15.53,-16.185,7.799,5.313,-0.024,258.879,256.269,17.19,-16.757,7.364,5.363,-0.043,258.885,255.697,17.47,-14.434,6.884,5.183,-0.037,261.973,258.015,15.38,-14.699,7.492,5.336,0.009,261.419,257.755,16.02,-13.734,7.077,5.244,0.001,264.469,258.721,14.99,-14.655,5.733,5.268,-0.025,266.079,257.799,14.87,-13.64,7.443,5.265,0.040,262.822,258.815,15.32,-14.955,6.383,5.243,-0.024,264.924,257.499,15.42,-17.052,8.062,5.400,0.009,257.900,255.402,18.04,-13.818,5.657,5.271,-0.014,266.704,258.637,14.23,-13.679,6.405,5.303,0.015,267.621,258.776,14.74
00:44.558,-14.127,8.062,5.243,0.009,260.454,258.327,16.08,-14.424,8.09,5.251,-0.012,260.594,258.030,16.22,-13.038,7.819,5.254,0.024,261.949,259.417,15.12,-15.642,7.775,5.318,-0.020,258.879,256.812,16.96,-16.182,7.401,5.355,-0.045,258.885,256.272,17.06,-13.902,6.968,5.185,-0.034,263.057,258.553,15.07,-14.168,7.455,5.343,0.012,262.542,258.286,15.69,-13.26,7.061,5.254,0.006,264.469,259.190,14.72,-14.123,5.639,5.268,-0.024,266.079,258.331,14.42,-13.089,7.522,5.266,0.038,262.822,259.366,14.91,-14.393,6.462,5.238,-0.025,264.924,258.061,15.09,-16.649,8.136,5.401,0.009,257.900,255.805,17.76,-13.332,5.638,5.271,-0.013,266.704,259.123,13.77,-13.172,6.366,5.315,0.021,267.621,259.283,14.20
00:44.658,-13.59,8.076,5.237,0.005,260.454,258.865,15.69,-13.962,8.165,5.250,-0.013,261.600,258.493,15.92,-12.499,7.815,5.265,0.029,261.949,259.956,14.75,-15.138,7.763,5.324,-0.016,258.879,257.316,16.56,-15.628,7.391,5.346,-0.048,260.038,256.826,16.68,-13.339,6.985,5.186,-0.031,263.057,259.116,14.76,-13.643,7.4,5.350,0.016,262.542,258.812,15.29,-12.704,7.003,5.264,0.012,264.469,259.751,14.37,-13.546,5.581,5.268,-0.023,267.583,258.909,13.97,-12.66,7.549,5.267,0.037,264.040,259.795,14.57,-13.777,6.517,5.234,-0.026,264.924,258.678,14.75,-16.221,8.22,5.402,0.009,259.269,256.233,17.53,-12.844,5.597,5.271,-0.012,266.704,259.611,13.41,-12.594,6.349,5.326,0.026,267.621,259.861,13.82
00:44.758,-13.141,8.014,5.230,0.001,261.589,259.314,15.32,-13.472,8.18,5.248,-0.013,261.600,258.983,15.65,-11.868,7.827,5.276,0.034,262.966,260.587,14.36,-14.56,7.661,5.329,-0.012,260.341,257.894,16.19,-15.133,7.351,5.338,-0.050,260.038,257.321,16.28,-12.705,6.947,5.188,-0.028,264.161,259.750,14.37,-13.034,7.324,5.356,0.019,263.606,259.421,14.88,-12.008,6.985,5.275,0.018,265.511,260.447,13.93,-12.945,5.558,5.268,-0.021,267.583,259.510,13.52,-12.102,7.508,5.268,0.035,264.040,260.353,14.29,-13.274,6.533,5.229,-0.028,266.114,259.181,14.35,-15.658,8.259,5.403,0.009,259.269,256.796,17.28,-12.402,5.707,5.271,-0.011,266.704,260.053,13.04,-11.939,6.282,5.338,0.032,268.712,260.516,13.39
00:44.858,-12.681,7.916,5.224,-0.003,261.589,259.774,14.96,-12.95,8.169,5.245,-0.014,261.600,259.505,15.31,-11.339,7.872,5.288,0.038,262.966,261.116,13.93,-13.959,7.635,5.335,-0.007,260.341,258.496,15.71,-14.574,7.263,5.329,-0.052,261.082,257.880,15.90,-12.178,6.901,5.193,-0.024,264.161,260.277,13.90,-12.455,7.286,5.359,0.019,263.606,260.000,14.40,-11.49,7.056,5.282,0.020,265.511,260.965,13.43,-12.332,5.583,5.268,-0.020,268.763,260.123,13.08,-11.5,7.472,5.277,0.038,264.040,260.950,13.87,-12.801,6.352,5.226,-0.028,266.114,259.654,14.01,-15.017,8.25,5.389,0.001,259.269,257.437,16.91,-11.935,5.806,5.274,-0.009,268.126,260.520,12.81,-11.441,6.308,5.353,0.038,268.712,261.014,12.88
00:44.958,-12.107,7.835,5.220,-0.005,261.589,260.348,14.56,-12.326,8.121,5.244,-0.013,263.076,260.129,14.93,-10.773,7.885,5.295,0.039,264.127,261.682,13.58,-13.435,7.666,5.335,-0.007,261.528,259.020,15.27,-14.045,7.269,5.328,-0.050,261.082,258.410,15.44,-11.642,6.837,5.201,-0.019,265.325,260.813,13.49,-11.892,7.357,5.364,0.020,264.800,260.563,13.96,-10.986,7.071,5.289,0.023,266.726,261.469,13.11,-11.944,5.779,5.268,-0.019,268.763,260.511,12.67,-11.029,7.445,5.286,0.040,265.624,261.426,13.42,-12.323,6.231,5.223,-0.028,266.114,260.132,13.54,-14.148,8.154,5.374,-0.007,260.898,258.306,16.45,-11.417,5.812,5.278,-0.006,268.126,261.038,12.54,-10.987,6.381,5.368,0.044,269.865,261.468,12.55
00:45.058,-11.494,7.807,5.216,-0.007,263.091,260.961,14.10,-11.754,8.09,5.243,-0.013,263.076,260.701,14.46,-10.263,7.907,5.302,0.041,264.127,262.192,13.19,-12.977,7.771,5.334,-0.006,261.528,259.478,14.92,-13.536,7.275,5.326,-0.047,262.172,258.919,15.07,-11.131,6.88,5.210,-0.014,265.325,261.324,13.07,-11.367,7.49,5.368,0.022,264.800,261.088,13.61,-10.416,7.045,5.296,0.026,266.726,262.039,12.77,-11.503,5.758,5.268,-0.017,269.788,260.952,12.53,-10.414,7.474,5.296,0.043,265.624,262.041,13.06,-11.738,6.191,5.221,-0.027,267.595,260.717,13.12,-13.609,8.199,5.359,-0.014,260.898,258.846,15.77,-10.931,5.873,5.281,-0.004,268.126,261.524,12.18,-10.402,6.407,5.383,0.050,269.865,262.053,12.28
00:45.158,-10.932,7.786,5.212,-0.008,263.091,261.523,13.65,-11.228,8.117,5.243,-0.013,264.278,261.227,14.03,-9.695,7.867,5.309,0.042,265.209,262.760,12.85,-12.427,7.726,5.334,-0.006,261.528,260.028,14.67,-13.079,7.387,5.325,-0.045,262.172,259.376,14.72,-10.656,6.91,5.218,-0.008,266.377,261.799,12.74,-10.815,7.54,5.373,0.023,265.906,261.640,13.33,-9.805,6.975,5.304,0.029,267.800,262.650,12.35,-11.129,5.668,5.269,-0.016,269.788,261.326,12.21,-9.856,7.608,5.305,0.046,266.716,262.599,12.65,-11.229,6.238,5.218,-0.027,267.595,261.226,12.68,-13.409,8.372,5.344,-0.022,262.311,259.046,15.42,-10.404,5.929,5.285,-0.002,269.611,262.051,11.88,-9.787,6.378,5.399,0.056,270.914,262.668,11.89
00:45.258,-10.292,7.824,5.208,-0.010,264.268,262.163,13.24,-10.723,8.167,5.242,-0.012,264.278,261.732,13.68,-9.15,7.86,5.315,0.044,265.209,263.305,12.42,-11.752,7.658,5.333,-0.006,263.061,260.703,14.25,-12.673,7.372,5.324,-0.043,262.172,259.782,14.47,-10.21,6.915,5.227,-0.003,266.377,262.245,12.42,-10.268,7.606,5.378,0.024,265.906,262.187,12.98,-9.201,6.946,5.311,0.031,267.800,263.254,11.87,-10.578,5.629,5.269,-0.015,269.788,261.877,11.88,-9.312,7.666,5.314,0.049,266.716,263.143,12.35,-10.63,6.256,5.215,-0.027,268.689,261.825,12.35,-12.966,8.365,5.330,-0.030,262.311,259.489,15.40,-9.889,5.919,5.288,0.001,269.611,262.566,11.55,-9.308,6.387,5.414,0.062,270.914,263.147,11.43
00:45.358,-9.715,7.883,5.203,-0.012,264.268,262.740,12.81,-10.259,8.219,5.242,-0.012,265.306,262.196,13.36,-8.543,7.803,5.322,0.045,266.317,263.912,12.03,-11.14,7.555,5.333,-0.005,263.061,261.315,13.72,-12.242,7.398,5.323,-0.041,263.547,260.213,14.17,-9.6,6.879,5.240,0.005,266.377,262.855,12.11,-9.638,7.557,5.384,0.026,267.011,262.817,12.64,-8.6,6.943,5.320,0.035,269.019,263.855,11.42,-9.943,5.64,5.269,-0.014,271.157,262.512,11.46,-8.839,7.706,5.322,0.051,267.828,263.616,12.01,-10.067,6.276,5.219,-0.024,268.689,262.388,11.94,-12.295,8.247,5.321,-0.034,262.311,260.160,15.08,-9.377,5.956,5.285,-0.001,270.649,263.078,11.18,-8.654,6.3,5.431,0.069,272.002,263.801,11.10
00:45.458,-9.364,7.847,5.216,-0.005,265.487,263.091,12.44,-9.724,8.196,5.245,-0.010,265.306,262.731,13.07,-8.033,7.825,5.328,0.046,266.317,264.422,11.56,-10.548,7.485,5.330,-0.006,264.359,261.907,13.22,-11.564,7.324,5.322,-0.040,263.547,260.891,13.89,-9.009,6.818,5.253,0.011,267.903,263.446,11.65,-9.057,7.505,5.384,0.025,267.011,263.398,12.16,-8.012,6.94,5.327,0.037,269.019,264.443,10.99,-9.366,5.686,5.272,-0.012,271.157,263.089,11.02,-8.287,7.605,5.332,0.053,267.828,264.168,11.70,-9.577,6.204,5.226,-0.019,269.851,262.878,11.56,-11.652,8.211,5.317,-0.034,263.620,260.803,14.53,-8.915,6.067,5.278,-0.004,270.649,263.540,10.84,-7.972,6.182,5.429,0.065,272.002,264.483,10.57
00:45.558,-8.826,7.74,5.229,0.002,265.487,263.629,12.17,-9.199,8.127,5.248,-0.008,265.306,263.256,12.67,-7.357,7.819,5.334,0.047,267.435,265.098,11.21,-10.002,7.541,5.326,-0.007,264.359,262.453,12.75,-11.065,7.309,5.321,-0.038,264.657,261.390,13.36,-8.427,6.768,5.265,0.017,267.903,264.028,11.19,-8.435,7.57,5.384,0.023,268.226,264.020,11.71,-7.457,6.962,5.334,0.039,270.208,264.998,10.57,-8.833,5.709,5.276,-0.009,272.375,263.622,10.64,-7.709,7.567,5.341,0.055,268.859,264.746,11.24,-9.195,6.095,5.233,-0.014,269.851,263.260,11.16,-10.968,8.089,5.314,-0.035,263.620,261.487,14.05,-8.356,6.049,5.270,-0.008,270.649,264.099,10.59,-7.378,6.16,5.427,0.061,273.353,265.077,10.01
00:45.658,-8.215,7.731,5.242,0.008,265.487,264.240,11.71,-8.577,8.057,5.251,-0.005,266.836,263.878,12.25,-6.805,7.832,5.341,0.048,267.435,265.650,10.73,-9.51,7.571,5.323,-0.009,265.503,262.945,12.40,-10.538,7.346,5.320,-0.037,264.657,261.917,12.99,-7.898,6.774,5.278,0.023,269.082,264.557,10.74,-7.9,7.57,5.384,0.022,268.226,264.555,11.32,-6.895,6.977,5.341,0.041,270.208,265.560,10.20,-8.294,5.71,5.279,-0.007,272.375,264.161,10.28,-7.065,7.581,5.351,0.058,268.859,265.390,10.80,-8.731,5.896,5.240,-0.009,269.851,263.719,10.81,-10.478,8,5.310,-0.035,264.961,261.977,13.48,-7.723,5.983,5.263,-0.012,272.192,264.732,10.19,-6.612,5.979,5.425,0.057,273.353,265.843,9.57
00:45.758,-7.556,7.8,5.254,0.015,266.994,264.899,11.28,-8.078,8.055,5.255,-0.003,266.836,264.377,11.76,-6.23,7.789,5.347,0.049,268.662,266.225,10.35,-9.102,7.666,5.320,-0.010,265.503,263.353,12.08,-10.038,7.419,5.319,-0.035,265.683,262.417,12.65,-7.386,6.836,5.290,0.029,269.082,265.069,10.37,-7.434,7.588,5.384,0.021,269.384,265.021,10.94,-6.325,6.927,5.348,0.043,271.326,266.130,9.81,-7.846,5.596,5.283,-0.004,273.447,264.609,9.90,-6.507,7.659,5.361,0.060,270.081,265.942,10.36,-8.264,5.789,5.247,-0.004,271.239,264.191,10.34,-9.951,7.968,5.306,-0.035,264.961,262.504,13.07,-7.177,5.912,5.255,-0.016,272.192,265.278,9.69,-6.152,6.018,5.423,0.053,274.728,266.303,8.90
00:45.858,-6.97,7.854,5.267,0.022,266.994,265.485,10.86,-7.546,8.12,5.258,-0.001,267.953,264.909,11.41,-5.728,7.788,5.353,0.049,268.662,266.728,9.91,-8.558,7.676,5.316,-0.011,265.503,263.897,11.86,-9.573,7.506,5.318,-0.034,265.683,262.882,12.34,-6.87,6.869,5.302,0.035,270.125,265.585,10.06,-6.91,7.578,5.384,0.019,269.384,265.545,10.62,-5.751,6.86,5.361,0.048,271.326,266.705,9.37,-7.379,5.536,5.287,-0.001,273.447,265.076,9.50,-5.994,7.689,5.367,0.061,270.081,266.461,10.02,-7.636,6.183,5.252,-0.001,271.239,264.819,9.94,-9.5,7.977,5.305,-0.035,265.980,262.955,12.67,-6.647,5.832,5.248,-0.019,273.373,265.808,9.26,-5.454,5.899,5.415,0.047,274.728,267.002,8.61
00:45.958,-6.403,7.942,5.282,0.029,268.245,266.052,10.48,-7.123,8.188,5.261,0.000,267.953,265.332,11.08,-5.216,7.803,5.368,0.054,269.740,267.240,9.56,-7.941,7.566,5.322,-0.007,266.947,264.514,11.48,-9.145,7.508,5.305,-0.038,265.683,263.310,12.08,-6.27,6.885,5.311,0.038,270.125,266.185,9.71,-6.406,7.516,5.381,0.017,269.384,266.049,10.24,-5.136,6.836,5.372,0.052,272.475,267.320,8.92,-6.789,5.563,5.304,0.008,273.447,265.666,9.13,-5.402,7.727,5.375,0.062,271.152,267.054,9.68,-7.001,6.294,5.249,-0.003,272.370,265.454,9.77,-9.209,7.998,5.310,-0.031,265.980,263.246,12.36,-6.076,5.807,5.243,-0.020,273.373,266.379,8.82,-4.873,5.843,5.406,0.040,275.888,267.583,8.03
