,ID 1224,ID 1224,ID 1224,ID 1224,ID 1224,ID 1224,ID 1224,ID 1047,ID 1047,ID 1047,ID 1047,ID 1047,ID 1047,ID 1047,ID 860,ID 860,ID 860,ID 860,ID 860,ID 860,ID 860,ID 307,ID 307,ID 307,ID 307,ID 307,ID 307,ID 307,ID 1141,ID 1141,ID 1141,ID 1141,ID 1141,ID 1141,ID 1141,ID 617,ID 617,ID 617,ID 617,ID 617,ID 617,ID 617,ID 1006,ID 1006,ID 1006,ID 1006,ID 1006,ID 1006,ID 1006,ID 1266,ID 1266,ID 1266,ID 1266,ID 1266,ID 1266,ID 1266,ID 940,ID 940,ID 940,ID 940,ID 940,ID 940,ID 940,ID 996,ID 996,ID 996,ID 996,ID 996,ID 996,ID 996,ID 1124,ID 1124,ID 1124,ID 1124,ID 1124,ID 1124,ID 1124,ID 1183,ID 1183,ID 1183,ID 1183,ID 1183,ID 1183,ID 1183,ID 718,ID 718,ID 718,ID 718,ID 718,ID 718,ID 718,ID 823,ID 823,ID 823,ID 823,ID 823,ID 823,ID 823,ID 639,ID 639,ID 639,ID 639,ID 639,ID 639,ID 639
,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,BALTUS,BALTUS,BALTUS,BALTUS,BALTUS,BALTUS,BALTUS,FARKEN,FARKEN,FARKEN,FARKEN,FARKEN,FARKEN,FARKEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,NADER,NADER,NADER,NADER,NADER,NADER,NADER,DEBJANI,DEBJANI,DEBJANI,DEBJANI,DEBJANI,DEBJANI,DEBJANI,RIVA,RIVA,RIVA,RIVA,RIVA,RIVA,RIVA,HABZ,HABZ,HABZ,HABZ,HABZ,HABZ,HABZ,COSCORAN,COSCORAN,COSCORAN,COSCORAN,COSCORAN,COSCORAN,COSCORAN,MESLEK,MESLEK,MESLEK,MESLEK,MESLEK,MESLEK,MESLEK,WYDERKA,WYDERKA,WYDERKA,WYDERKA,WYDERKA,WYDERKA,WYDERKA,ELMER,ELMER,ELMER,ELMER,ELMER,ELMER,ELMER,FONTES,FONTES,FONTES,FONTES,FONTES,FONTES,FONTES,FOGG,FOGG,FOGG,FOGG,FOGG,FOGG,FOGG,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:19.648,-87.665,65.236,6.879,-0.132,136.724,136.432,108.27,-91.489,58.848,6.951,-0.171,144.518,143.831,106.45,-89.189,62.496,6.905,-0.076,140.031,139.567,107.48,-83.026,71.327,7.052,-0.029,129.112,128.809,109.16,-90.06,61.003,6.730,-0.193,141.807,141.292,107.06,-88.707,63.276,7.025,0.008,139.855,138.650,107.69,-90.853,61.76,6.852,-0.116,142.968,140.963,108.20,-90.768,59.829,6.877,-0.152,144.462,142.646,106.71,-88.553,65.456,6.685,-0.040,139.474,136.722,109.05,-90.929,60.456,6.953,-0.175,144.469,142.130,107.28,-89.255,63.534,6.504,-0.209,141.298,138.693,108.25,-91.706,59.685,6.972,-0.101,144.916,143.144,107.27,-90.007,63.286,6.614,-0.151,141.808,139.277,108.66,-90.186,64.322,6.904,-0.099,141.719,138.460,109.35,0,0,0.000,0.000,8.000,8.000,.00
00:19.748,-88.113,64.515,6.864,-0.133,136.724,137.282,108.12,-91.719,58.184,6.909,-0.180,144.518,144.507,106.30,-89.529,61.772,6.909,-0.069,140.031,140.367,107.26,-83.472,70.79,7.037,-0.035,130.376,129.504,109.14,-90.315,60.419,6.721,-0.185,141.807,141.929,106.82,-88.993,62.706,7.029,0.011,139.855,139.289,107.47,-91.214,60.934,6.862,-0.101,142.968,141.863,107.91,-90.995,59.239,6.865,-0.150,144.462,143.271,106.49,-88.955,64.829,6.684,-0.038,139.474,137.468,108.90,-91.211,59.833,6.929,-0.178,144.469,142.815,107.05,-89.58,62.889,6.545,-0.178,141.298,139.415,108.04,-91.876,59.224,6.986,-0.089,144.916,143.635,107.05,-90.381,62.649,6.629,-0.136,141.808,139.989,108.39,-90.49,63.644,6.899,-0.097,141.719,139.201,109.25,0,0,0.000,0.000,8.000,8.000,.00
00:19.848,-88.515,63.82,6.872,-0.122,138.288,138.082,107.92,-91.915,57.655,6.861,-0.195,145.750,145.072,106.00,-89.827,61.142,6.917,-0.061,141.611,141.065,106.99,-83.882,70.29,7.019,-0.042,130.376,130.137,109.08,-90.652,59.754,6.729,-0.172,143.156,142.670,106.59,-89.301,62.095,7.017,0.004,141.162,139.972,107.27,-91.517,60.152,6.878,-0.087,144.781,142.640,107.58,-91.148,58.891,6.852,-0.149,145.773,143.651,106.23,-89.348,64.214,6.684,-0.036,140.894,138.145,108.74,-91.44,59.21,6.905,-0.181,145.815,143.478,106.80,-89.913,62.283,6.586,-0.147,142.686,140.078,107.81,-92.09,58.61,6.999,-0.077,146.071,144.235,106.84,-90.751,61.979,6.644,-0.121,143.232,140.720,108.21,-90.758,62.992,6.893,-0.095,143.109,139.901,108.99,0,0,0.000,0.000,8.000,8.000,.00
00:19.948,-88.849,63.17,6.881,-0.111,138.288,138.812,107.72,-92.103,57.372,6.813,-0.210,145.750,145.402,105.76,-90.117,60.499,6.924,-0.054,141.611,141.770,106.75,-84.337,69.803,7.001,-0.049,131.720,130.802,109.02,-90.942,59.083,6.737,-0.158,143.156,143.401,106.35,-89.578,61.47,7.006,-0.002,141.162,140.660,107.05,-91.789,59.546,6.894,-0.074,144.781,143.305,107.25,-91.386,58.433,6.840,-0.147,145.773,144.158,106.09,-89.669,63.598,6.683,-0.035,140.894,138.839,108.58,-91.721,58.521,6.881,-0.184,145.815,144.191,106.53,-90.228,61.665,6.627,-0.116,142.686,140.773,107.62,-92.309,57.74,7.013,-0.066,146.071,145.135,106.56,-91.084,61.248,6.659,-0.106,143.232,141.524,108.00,-91.106,62.313,6.888,-0.093,143.109,140.578,108.72,0,0,0.000,0.000,8.000,8.000,.00
00:20.048,-89.225,62.541,6.890,-0.099,139.799,139.546,107.49,-92.253,57.188,6.765,-0.224,145.750,145.627,105.69,-90.412,59.884,6.932,-0.046,143.016,142.455,106.50,-84.788,69.274,6.983,-0.056,131.720,131.499,108.99,-91.224,58.475,6.745,-0.145,144.624,144.063,106.08,-89.753,60.961,6.994,-0.009,142.507,141.195,106.81,-92.097,58.897,6.910,-0.060,146.284,143.983,107.01,-91.631,58.036,6.828,-0.146,145.773,144.616,105.94,-89.969,62.971,6.682,-0.033,142.323,139.534,108.38,-91.959,57.787,6.857,-0.187,147.229,144.963,106.24,-90.569,60.989,6.668,-0.085,144.077,141.529,107.40,-92.524,56.985,7.026,-0.054,147.623,145.910,106.10,-91.473,60.361,6.673,-0.091,144.806,142.430,107.72,-91.367,61.782,6.882,-0.090,144.582,141.170,108.48,0,0,0.000,0.000,8.000,8.000,.00
00:20.148,-89.614,61.887,6.898,-0.088,139.799,140.301,107.31,-92.464,56.987,6.717,-0.239,146.878,145.888,105.67,-90.711,59.241,6.939,-0.039,143.016,143.165,106.28,-85.223,68.784,6.965,-0.063,133.081,132.138,108.94,-91.558,57.835,6.753,-0.131,144.624,144.780,105.85,-90.11,60.26,6.983,-0.016,142.507,141.981,106.57,-92.281,58.244,6.925,-0.047,146.284,144.645,106.77,-91.888,57.611,6.815,-0.144,147.139,145.104,105.83,-90.239,62.27,6.681,-0.031,142.323,140.233,108.14,-92.175,57.185,6.833,-0.190,147.229,145.602,105.89,-90.821,60.328,6.709,-0.054,144.077,142.206,107.17,-92.766,56.119,7.040,-0.042,147.623,146.758,105.72,-91.715,59.768,6.688,-0.076,144.806,143.072,107.36,-91.694,61.19,6.877,-0.088,144.582,141.845,108.29,0,0,0.000,0.000,8.000,8.000,.00
00:20.248,-89.927,61.324,6.907,-0.077,141.314,140.945,107.13,-92.687,56.712,6.669,-0.254,146.878,146.166,105.68,-91.028,58.547,6.946,-0.032,144.403,143.927,106.03,-85.683,68.199,6.956,-0.065,133.081,132.882,108.90,-91.788,57.09,6.761,-0.117,146.023,145.559,105.64,-90.377,59.645,6.975,-0.019,143.850,142.662,106.33,-92.547,57.597,6.935,-0.039,147.674,145.344,106.44,-92.091,56.62,6.819,-0.135,147.139,146.083,105.71,-90.542,61.647,6.680,-0.031,143.761,140.927,107.84,-92.287,56.646,6.817,-0.189,148.633,146.115,105.61,-91.048,59.682,6.734,-0.039,145.532,142.890,106.88,-93.069,55.39,7.054,-0.033,149.300,147.542,105.28,-92.036,59.111,6.720,-0.056,146.407,143.802,107.11,-91.967,60.531,6.881,-0.081,145.842,142.467,108.11,0,0,0.000,0.000,8.000,8.000,.00
00:20.348,-90.284,60.536,6.923,-0.065,141.314,141.810,106.95,-92.747,55.342,6.668,-0.242,146.878,147.496,105.64,-91.355,57.791,6.958,-0.024,144.403,144.751,105.77,-86.087,67.674,6.954,-0.062,134.480,133.545,108.81,-91.907,56.537,6.769,-0.107,146.023,146.111,105.27,-90.601,59.026,6.967,-0.022,143.850,143.320,106.08,-92.83,57.039,6.945,-0.032,147.674,145.966,106.17,-92.206,55.356,6.824,-0.125,148.627,147.328,105.15,-90.806,61.019,6.678,-0.030,143.761,141.607,107.61,-92.43,56.105,6.802,-0.187,148.633,146.675,105.31,-91.184,58.978,6.759,-0.024,145.532,143.592,106.58,-93.328,54.615,7.068,-0.023,149.300,148.314,104.98,-92.392,58.262,6.752,-0.036,146.407,144.666,106.88,-92.246,59.8,6.886,-0.075,147.330,143.250,107.83,0,0,0.000,0.000,8.000,8.000,.00
00:20.448,-90.49,60.031,6.939,-0.053,142.822,142.351,106.65,-92.875,54.341,6.667,-0.229,148.789,148.472,104.71,-91.666,57.12,6.969,-0.017,145.989,145.488,105.46,-86.507,67.103,6.952,-0.059,134.480,134.245,108.73,-92.143,55.855,6.777,-0.097,147.367,146.833,104.97,-90.932,58.445,6.959,-0.025,145.178,143.991,105.80,-92.963,56.216,6.954,-0.025,148.991,146.721,105.97,-92.285,54.743,6.828,-0.116,149.890,147.939,104.34,-91.102,60.588,6.676,-0.029,145.134,142.077,107.36,-92.597,55.457,6.786,-0.185,149.749,147.343,105.03,-91.44,58.395,6.784,-0.008,146.936,144.212,106.18,-93.475,53.729,7.083,-0.014,150.913,149.210,104.61,-92.718,57.503,6.784,-0.017,148.064,145.491,106.53,-92.521,59.071,6.890,-0.068,147.330,143.983,107.51,0,0,0.000,0.000,8.000,8.000,.00
00:20.548,-90.727,59.471,6.956,-0.041,142.822,142.960,106.43,-93.058,53.583,6.666,-0.217,149.812,149.251,104.10,-91.975,56.417,6.980,-0.009,145.989,146.245,105.21,-86.935,66.491,6.951,-0.057,135.853,134.991,108.62,-92.27,55.181,6.786,-0.087,147.367,147.514,104.65,-91.16,57.986,6.951,-0.028,145.178,144.501,105.63,-93.099,55.51,6.964,-0.018,148.991,147.436,105.49,-92.345,54.125,6.832,-0.107,149.890,148.555,103.96,-91.317,60.152,6.675,-0.028,145.134,142.561,107.26,-92.826,54.919,6.770,-0.183,149.749,147.924,104.69,-91.697,57.658,6.809,0.007,146.936,144.994,105.95,-93.71,52.947,7.097,-0.005,150.913,149.989,104.09,-92.935,56.849,6.816,0.003,148.064,146.105,106.22,-92.908,58.248,6.895,-0.061,147.330,144.857,107.19,0,0,0.000,0.000,8.000,8.000,.00
00:20.648,-91.065,58.779,6.972,-0.029,143.975,143.729,106.21,-93.093,52.53,6.665,-0.205,151.616,150.270,103.69,-92.192,55.75,6.991,-0.002,147.497,146.946,104.93,-87.415,65.82,6.949,-0.054,137.415,135.817,108.49,-92.454,54.576,6.794,-0.076,148.770,148.142,104.26,-91.368,57.358,6.943,-0.032,146.358,145.162,105.46,-93.326,54.866,6.974,-0.011,150.550,148.069,105.08,-92.503,53.354,6.836,-0.097,151.135,149.342,103.57,-91.514,59.595,6.673,-0.027,146.147,143.152,107.10,-93.023,54.16,6.755,-0.181,150.999,148.683,104.47,-91.949,56.92,6.834,0.022,148.345,145.773,105.61,-93.813,52.166,7.111,0.004,152.616,150.762,103.70,-93.209,56.152,6.848,0.023,149.571,146.852,105.91,-93.188,57.461,6.899,-0.055,149.024,145.692,106.88,0,0,0.000,0.000,8.000,8.000,.00
00:20.748,-91.338,58.153,6.986,-0.018,143.975,144.404,105.96,-93.242,51.884,6.659,-0.195,151.616,150.933,102.97,-92.353,55.302,6.985,-0.003,147.497,147.422,104.61,-87.817,65.24,6.948,-0.050,137.415,136.510,108.35,-92.652,53.891,6.808,-0.062,148.770,148.856,103.97,-91.646,56.702,6.962,-0.020,146.358,145.874,105.17,-93.509,54.223,6.965,-0.014,150.550,148.738,104.79,-92.69,52.747,6.856,-0.083,151.135,149.975,103.14,-91.715,58.948,6.686,-0.019,146.147,143.826,106.85,-93.208,53.516,6.758,-0.170,150.999,149.352,104.07,-92.2,56.177,6.849,0.028,148.345,146.541,105.27,-94.009,51.217,7.129,0.013,152.616,151.731,103.22,-93.438,55.412,6.862,0.029,149.571,147.627,105.61,-93.348,56.924,6.901,-0.051,149.024,146.151,106.52,0,0,0.000,0.000,8.000,8.000,.00
00:20.848,-91.57,57.532,6.986,-0.017,145.427,145.069,105.71,-93.332,51.507,6.680,-0.175,151.616,151.319,102.62,-92.529,54.548,6.974,-0.009,148.673,148.188,104.41,-88.18,64.607,6.956,-0.044,137.415,137.240,108.23,-92.847,53.168,6.816,-0.055,150.115,149.604,103.62,-91.906,55.966,6.981,-0.009,147.729,146.658,104.90,-93.72,53.632,6.957,-0.018,151.899,149.362,104.46,-92.854,51.828,6.875,-0.068,152.555,150.915,102.84,-91.932,58.268,6.700,-0.011,147.414,144.502,106.53,-93.425,52.812,6.762,-0.160,152.452,150.055,103.75,-92.473,55.432,6.863,0.035,149.916,147.331,104.92,-94.148,50.581,7.147,0.021,154.371,152.329,102.69,-93.71,54.721,6.877,0.035,151.093,148.303,105.25,-93.434,56.164,6.902,-0.048,150.419,146.906,106.26,0,0,0.000,0.000,8.000,8.000,.00
00:20.948,-91.843,56.818,6.986,-0.016,145.427,145.832,105.43,-93.229,50.1,6.700,-0.156,152.673,152.686,102.42,-92.733,53.827,6.964,-0.014,148.673,148.937,104.00,-88.533,64.01,6.964,-0.037,138.855,137.934,108.04,-92.936,52.546,6.824,-0.048,150.115,150.225,103.25,-92.141,55.175,7.000,0.002,147.729,147.483,104.56,-93.912,52.934,6.949,-0.021,151.899,150.025,104.19,-93.025,51.122,6.895,-0.053,152.555,151.641,102.31,-92.138,57.437,6.713,-0.003,147.414,145.353,106.21,-93.643,52.254,6.765,-0.149,152.452,150.644,103.41,-92.671,54.72,6.878,0.041,149.916,148.054,104.58,-94.256,49.997,7.165,0.030,154.371,152.922,102.34,-93.84,54.05,6.891,0.041,151.093,148.986,104.96,-93.586,55.378,6.903,-0.045,150.419,147.702,105.78,0,0,0.000,0.000,8.000,8.000,.00
00:21.048,-92.132,56.125,6.986,-0.015,146.860,146.571,105.12,-93.409,49.159,6.721,-0.136,154.090,153.643,101.35,-92.975,53.15,6.953,-0.019,150.203,149.652,103.63,-88.921,63.339,6.972,-0.030,138.855,138.700,107.86,-93.008,51.854,6.832,-0.040,151.496,150.919,102.87,-92.405,54.285,7.020,0.013,149.335,148.414,104.17,-94.081,52.205,6.941,-0.025,153.249,150.773,103.84,-93.224,50.292,6.914,-0.039,154.215,152.496,101.93,-92.355,56.665,6.726,0.005,148.983,146.116,105.77,-93.76,51.616,6.769,-0.138,153.787,151.292,103.16,-92.886,54.042,6.893,0.047,151.447,148.765,104.22,-94.366,49.167,7.183,0.039,155.623,153.761,102.00,-93.988,53.582,6.905,0.047,152.520,149.475,104.57,-93.778,54.635,6.904,-0.041,151.990,148.403,105.33,0,0,0.000,0.000,8.000,8.000,.00
00:21.148,-92.331,55.588,6.985,-0.014,148.169,147.142,104.83,-93.536,48.528,6.741,-0.116,155.677,154.281,100.81,-93.176,52.481,6.942,-0.025,151.605,150.333,103.33,-89.253,62.73,6.980,-0.023,140.324,139.394,107.66,-93.088,51.156,6.839,-0.033,152.873,151.620,102.43,-92.584,53.484,7.039,0.024,151.069,149.235,103.73,-94.152,51.464,6.932,-0.028,154.724,151.514,103.44,-93.342,49.501,6.934,-0.024,155.852,153.296,101.48,-92.621,55.968,6.740,0.013,150.516,146.861,105.37,-93.902,50.946,6.772,-0.127,155.107,151.978,102.80,-93.083,53.421,6.908,0.053,152.794,149.415,103.89,-94.474,48.475,7.201,0.048,157.146,154.404,101.49,-94.189,52.91,6.920,0.053,153.698,150.100,104.35,-93.956,53.966,6.905,-0.038,153.434,149.095,104.94,0,0,0.000,0.000,8.000,8.000,.00
00:21.248,-92.466,54.862,6.985,-0.013,148.169,147.876,104.59,-93.63,47.755,6.769,-0.098,155.677,155.058,100.45,-93.24,51.925,6.923,-0.035,151.605,150.892,103.00,-89.585,62.111,6.989,-0.017,140.324,140.087,107.47,-93.245,50.454,6.846,-0.028,152.873,152.337,102.00,-92.842,52.567,7.064,0.039,151.069,150.188,103.29,-94.236,50.762,6.930,-0.028,154.724,152.161,102.97,-93.399,48.865,6.942,-0.019,155.852,153.934,101.01,-92.848,55.277,6.767,0.026,150.516,147.580,105.07,-94.045,50.061,6.784,-0.115,155.107,152.832,102.42,-93.294,52.748,6.907,0.050,152.794,150.093,103.59,-94.6,47.814,7.202,0.045,157.146,155.073,101.08,-94.291,52.014,6.900,0.041,153.698,151.000,104.01,-94.15,53.312,6.896,-0.040,153.434,149.776,104.60,0,0,0.000,0.000,8.000,8.000,.00
00:21.348,-92.639,54.276,6.982,-0.014,149.516,148.479,104.18,-93.683,47.254,6.791,-0.082,156.959,155.564,99.97,-93.471,51.485,6.932,-0.029,152.643,151.367,102.65,-89.922,61.487,6.987,-0.017,141.720,140.797,107.27,-93.442,49.713,6.854,-0.022,154.359,153.098,101.61,-92.996,51.905,7.083,0.047,152.700,150.867,102.82,-94.334,49.982,6.929,-0.027,156.217,152.948,102.53,-93.455,48.475,6.951,-0.013,156.884,154.327,100.60,-93.033,54.593,6.794,0.039,151.950,148.265,104.74,-94.144,49.267,6.795,-0.102,156.803,153.631,101.90,-93.463,52.128,6.906,0.047,154.141,150.734,103.27,-94.714,47.113,7.202,0.043,158.529,155.781,100.70,-94.351,51.355,6.880,0.028,155.261,151.658,103.45,-94.335,52.754,6.888,-0.043,154.704,150.280,104.27,0,0,0.000,0.000,8.000,8.000,.00
00:21.448,-92.796,53.491,6.979,-0.015,149.516,149.278,103.88,-93.726,46.791,6.813,-0.066,156.959,156.021,99.66,-93.681,50.944,6.942,-0.023,152.643,151.939,102.50,-90.233,60.885,6.984,-0.018,141.720,141.468,107.06,-93.523,48.985,6.863,-0.017,154.359,153.831,101.23,-93.14,51.126,7.102,0.055,152.700,151.658,102.46,-94.508,49.424,6.927,-0.027,156.217,153.524,102.05,-93.59,47.81,6.959,-0.008,156.884,155.001,100.36,-93.19,53.606,6.821,0.052,151.950,149.260,104.39,-94.207,48.426,6.807,-0.090,156.803,154.433,101.41,-93.537,51.401,6.905,0.044,154.141,151.462,102.95,-94.692,46.484,7.203,0.041,158.529,156.352,100.29,-94.372,50.705,6.861,0.016,155.261,152.236,103.03,-94.474,52.083,6.879,-0.045,154.704,150.965,104.01,0,0,0.000,0.000,8.000,8.000,.00
00:21.548,-92.964,52.711,6.976,-0.015,149.516,150.069,103.44,-93.74,46.201,6.836,-0.050,156.959,156.611,99.36,-93.556,49.948,6.951,-0.017,152.643,152.880,102.27,-90.49,60.365,6.981,-0.018,143.106,142.043,106.86,-93.559,48.256,6.871,-0.011,154.359,154.554,100.77,-93.271,50.307,7.120,0.063,152.700,152.487,102.01,-94.635,48.827,6.925,-0.026,156.217,154.065,101.78,-93.635,47.037,6.968,-0.002,156.884,155.777,99.98,-93.413,52.627,6.849,0.065,152.963,150.235,103.80,-94.322,47.621,6.818,-0.078,156.803,155.244,100.86,-93.557,50.881,6.904,0.041,154.141,151.978,102.49,-94.722,45.793,7.203,0.038,158.529,157.043,99.83,-94.508,49.835,6.841,0.003,155.261,153.116,102.58,-94.601,51.435,6.870,-0.048,154.704,151.626,103.63,0,0,0.000,0.000,8.000,8.000,.00
00:21.648,-93.023,52.05,6.973,-0.016,151.120,150.729,103.01,-93.812,45.564,6.858,-0.034,158.020,157.250,98.95,-93.514,48.87,6.961,-0.011,154.188,153.944,101.47,-90.673,59.816,6.979,-0.018,143.106,142.621,106.67,-93.576,47.57,6.879,-0.005,155.834,155.239,100.28,-93.371,49.685,7.139,0.071,154.336,153.117,101.53,-94.657,48.09,6.923,-0.026,157.423,154.802,101.44,-93.66,46.401,6.976,0.003,158.347,156.409,99.47,-93.662,51.742,6.876,0.078,153.968,151.151,103.27,-94.444,47.003,6.830,-0.066,158.464,155.871,100.37,-93.708,50.233,6.903,0.038,155.398,152.617,102.13,-94.587,45.045,7.203,0.036,159.856,157.789,99.36,-94.527,49.309,6.822,-0.009,156.795,153.640,102.07,-94.625,50.766,6.861,-0.050,156.055,152.208,103.26,0,0,0.000,0.000,8.000,8.000,.00
00:21.748,-93.209,51.381,6.970,-0.017,151.120,151.421,102.58,-93.834,44.872,6.881,-0.018,158.020,157.943,98.55,-93.512,47.713,6.970,-0.005,155.266,155.092,100.68,-90.962,59.205,6.968,-0.023,144.262,143.296,106.41,-93.555,46.952,6.888,-0.001,155.834,155.855,99.81,-93.434,49.022,7.155,0.077,154.336,153.783,101.16,-94.632,47.215,6.930,-0.021,157.423,155.673,100.94,-93.683,45.634,6.964,-0.003,158.347,157.176,99.04,-93.756,51.014,6.909,0.090,153.968,151.884,102.82,-94.538,46.36,6.833,-0.061,158.464,156.472,100.02,-93.778,49.624,6.891,0.029,155.398,153.230,101.78,-94.603,44.337,7.172,0.018,159.856,158.438,98.73,-94.668,49.049,6.800,-0.020,156.795,153.917,101.71,-94.705,50.015,6.851,-0.053,156.055,152.963,102.81,0,0,0.000,0.000,8.000,8.000,.00
00:21.848,-93.309,50.649,6.962,-0.020,152.473,152.153,102.24,-93.813,44.087,6.880,-0.017,159.351,158.715,98.08,-93.493,46.942,6.983,0.001,156.425,155.861,99.86,-91.221,58.578,6.954,-0.029,144.262,143.974,106.18,-93.537,46.235,6.895,0.003,157.138,156.572,99.35,-93.503,48.316,7.151,0.072,155.631,154.490,100.73,-94.72,46.451,6.937,-0.016,159.036,156.386,100.30,-93.703,44.897,6.953,-0.009,159.750,157.914,98.51,-93.81,50.357,6.941,0.103,155.615,152.508,102.37,-94.527,45.7,6.836,-0.056,159.750,157.131,99.63,-93.826,48.947,6.878,0.021,156.674,153.909,101.40,-94.675,43.52,7.140,0.001,161.316,159.251,98.25,-94.615,48.543,6.779,-0.030,156.795,154.347,101.62,-94.872,49.383,6.840,-0.056,157.478,153.611,102.33,0,0,0.000,0.000,8.000,8.000,.00
00:21.948,-93.396,50.048,6.954,-0.023,152.473,152.760,101.79,-93.778,43.491,6.879,-0.017,159.351,159.313,97.51,-93.462,46.614,6.995,0.007,156.425,156.191,99.30,-91.482,57.955,6.940,-0.035,145.615,144.641,105.92,-93.562,45.474,6.902,0.007,157.138,157.333,98.83,-93.618,47.731,7.146,0.066,155.631,155.082,100.28,-94.763,45.778,6.944,-0.011,159.036,157.059,99.82,-93.714,44.222,6.941,-0.015,159.750,158.584,98.01,-93.942,49.869,6.974,0.115,155.615,153.008,101.94,-94.396,44.976,6.838,-0.051,159.750,157.853,99.16,-93.86,48.278,6.865,0.013,156.674,154.555,100.96,-94.61,42.747,7.109,-0.017,161.316,159.991,97.72,-94.676,47.624,6.757,-0.040,158.097,155.268,101.23,-94.972,48.832,6.830,-0.058,157.478,154.086,102.00,0,0,0.000,0.000,8.000,8.000,.00
00:22.048,-93.482,49.443,6.946,-0.026,153.825,153.371,101.43,-93.741,42.735,6.878,-0.017,160.741,160.061,97.06,-93.495,45.996,7.008,0.013,157.531,156.810,99.05,-91.702,57.343,6.925,-0.041,145.615,145.291,105.67,-93.659,44.687,6.909,0.010,158.623,158.121,98.31,-93.691,47.167,7.142,0.061,156.942,155.651,99.95,-94.824,45.138,6.951,-0.007,160.486,157.702,99.38,-93.718,43.638,6.930,-0.021,161.162,159.167,97.54,-94.043,49.264,7.007,0.127,156.775,153.621,101.69,-94.39,44.288,6.841,-0.046,161.141,158.494,98.55,-93.876,47.55,6.853,0.005,158.029,155.282,100.51,-94.55,42.421,7.077,-0.035,162.914,160.305,97.13,-94.739,46.799,6.736,-0.050,158.097,156.038,100.62,-95.084,48.124,6.820,-0.061,158.697,154.800,101.68,0,0,0.000,0.000,8.000,8.000,.00
00:22.148,-93.589,48.746,6.938,-0.029,155.127,154.068,101.06,-93.646,42.035,6.878,-0.016,162.189,160.766,96.50,-93.539,45.33,7.020,0.018,158.803,157.478,98.64,-91.975,56.742,6.911,-0.047,146.939,145.950,105.39,-93.684,43.992,6.916,0.014,160.088,158.815,97.83,-93.738,46.52,7.137,0.055,158.137,156.292,99.60,-94.892,44.438,6.958,-0.002,161.811,158.327,98.97,-93.707,42.963,6.918,-0.027,162.407,159.844,97.13,-94.032,48.373,7.040,0.140,158.259,154.473,101.33,-94.399,43.542,6.844,-0.042,162.561,159.239,98.06,-93.898,46.812,6.840,-0.003,159.482,156.004,100.00,-94.485,41.838,7.045,-0.052,162.914,160.891,96.85,-94.772,46.102,6.714,-0.060,159.839,156.736,100.08,-95.154,47.377,6.809,-0.063,160.149,155.550,101.26,0,0,0.000,0.000,8.000,8.000,.00
00:22.248,-93.668,48.045,6.932,-0.031,155.127,154.773,100.65,-93.63,41.416,6.882,-0.013,162.189,161.385,95.94,-93.536,44.638,7.050,0.033,158.803,158.175,98.20,-92.186,56.272,6.896,-0.054,146.939,146.446,105.16,-93.652,43.432,6.917,0.014,160.088,159.376,97.35,-93.742,46.025,7.109,0.038,158.137,156.787,99.18,-94.851,43.761,6.963,0.001,161.811,159.005,98.52,-93.74,42.196,6.912,-0.030,162.407,160.598,96.64,-94.121,47.608,7.053,0.142,158.259,155.242,100.70,-94.46,43.057,6.832,-0.047,162.561,159.723,97.54,-93.958,46.142,6.830,-0.008,159.482,156.676,99.50,-94.453,41.164,7.020,-0.065,162.914,161.566,96.39,-94.887,45.781,6.718,-0.055,159.839,157.060,99.61,-95.252,46.63,6.810,-0.060,160.149,156.220,100.78,0,0,0.000,0.000,8.000,8.000,.00
