,ID 488,ID 488,ID 488,ID 488,ID 488,ID 488,ID 488,ID 514,ID 514,ID 514,ID 514,ID 514,ID 514,ID 514,ID 467,ID 467,ID 467,ID 467,ID 467,ID 467,ID 467,ID 481,ID 481,ID 481,ID 481,ID 481,ID 481,ID 481,ID 407,ID 407,ID 407,ID 407,ID 407,ID 407,ID 407,ID 486,ID 486,ID 486,ID 486,ID 486,ID 486,ID 486,ID 427,ID 427,ID 427,ID 427,ID 427,ID 427,ID 427,ID 509,ID 509,ID 509,ID 509,ID 509,ID 509,ID 509,ID 484,ID 484,ID 484,ID 484,ID 484,ID 484,ID 484,ID 470,ID 470,ID 470,ID 470,ID 470,ID 470,ID 470,ID 440,ID 440,ID 440,ID 440,ID 440,ID 440,ID 440,ID 416,ID 416,ID 416,ID 416,ID 416,ID 416,ID 416,ID 445,ID 445,ID 445,ID 445,ID 445,ID 445,ID 445,ID 472,ID 472,ID 472,ID 472,ID 472,ID 472,ID 472,ID 510,ID 510,ID 510,ID 510,ID 510,ID 510,ID 510,ID 473,ID 473,ID 473,ID 473,ID 473,ID 473,ID 473,ID 456,ID 456,ID 456,ID 456,ID 456,ID 456,ID 456,ID 471,ID 471,ID 471,ID 471,ID 471,ID 471,ID 471,ID 446,ID 446,ID 446,ID 446,ID 446,ID 446,ID 446,ID 459,ID 459,ID 459,ID 459,ID 459,ID 459,ID 459,ID 441,ID 441,ID 441,ID 441,ID 441,ID 441,ID 441,ID 466,ID 466,ID 466,ID 466,ID 466,ID 466,ID 466,ID 454,ID 454,ID 454,ID 454,ID 454,ID 454,ID 454,ID 408,ID 408,ID 408,ID 408,ID 408,ID 408,ID 408,ID 452,ID 452,ID 452,ID 452,ID 452,ID 452,ID 452,ID 424,ID 424,ID 424,ID 424,ID 424,ID 424,ID 424,ID 402,ID 402,ID 402,ID 402,ID 402,ID 402,ID 402,ID 457,ID 457,ID 457,ID 457,ID 457,ID 457,ID 457,ID 404,ID 404,ID 404,ID 404,ID 404,ID 404,ID 404,ID 491,ID 491,ID 491,ID 491,ID 491,ID 491,ID 491,ID 476,ID 476,ID 476,ID 476,ID 476,ID 476,ID 476,ID 483,ID 483,ID 483,ID 483,ID 483,ID 483,ID 483,ID 518,ID 518,ID 518,ID 518,ID 518,ID 518,ID 518
,VAN ES,VAN ES,VAN ES,VAN ES,VAN ES,VAN ES,VAN ES,ATALAY,ATALAY,ATALAY,ATALAY,ATALAY,ATALAY,ATALAY,THOMPSON,THOMPSON,THOMPSON,THOMPSON,THOMPSON,THOMPSON,THOMPSON,BAKKER,BAKKER,BAKKER,BAKKER,BAKKER,BAKKER,BAKKER,PETROVA,PETROVA,PETROVA,PETROVA,PETROVA,PETROVA,PETROVA,LAU,LAU,LAU,LAU,LAU,LAU,LAU,CHYDENIUS,CHYDENIUS,CHYDENIUS,CHYDENIUS,CHYDENIUS,CHYDENIUS,CHYDENIUS,LUKAN,LUKAN,LUKAN,LUKAN,LUKAN,LUKAN,LUKAN,JONKMAN,JONKMAN,JONKMAN,JONKMAN,JONKMAN,JONKMAN,JONKMAN,ARNAUDO,ARNAUDO,ARNAUDO,ARNAUDO,ARNAUDO,ARNAUDO,ARNAUDO,KEITH,KEITH,KEITH,KEITH,KEITH,KEITH,KEITH,BERZOSA,BERZOSA,BERZOSA,BERZOSA,BERZOSA,BERZOSA,BERZOSA,WARNER-JUDD,WARNER-JUDD,WARNER-JUDD,WARNER-JUDD,WARNER-JUDD,WARNER-JUDD,WARNER-JUDD,DEL BUONO,DEL BUONO,DEL BUONO,DEL BUONO,DEL BUONO,DEL BUONO,DEL BUONO,SAJN,SAJN,SAJN,SAJN,SAJN,SAJN,SAJN,GEMETTO,GEMETTO,GEMETTO,GEMETTO,GEMETTO,GEMETTO,GEMETTO,LAVASA,LAVASA,LAVASA,LAVASA,LAVASA,LAVASA,LAVASA,BATTOCLETTI,BATTOCLETTI,BATTOCLETTI,BATTOCLETTI,BATTOCLETTI,BATTOCLETTI,BATTOCLETTI,DIETERICH,DIETERICH,DIETERICH,DIETERICH,DIETERICH,DIETERICH,DIETERICH,BOHM,BOHM,BOHM,BOHM,BOHM,BOHM,BOHM,MCCOLGAN,MCCOLGAN,MCCOLGAN,MCCOLGAN,MCCOLGAN,MCCOLGAN,MCCOLGAN,MOONEY,MOONEY,MOONEY,MOONEY,MOONEY,MOONEY,MOONEY,SCHONEBORN,SCHONEBORN,SCHONEBORN,SCHONEBORN,SCHONEBORN,SCHONEBORN,SCHONEBORN,BJELJAC,BJELJAC,BJELJAC,BJELJAC,BJELJAC,BJELJAC,BJELJAC,MERKEL,MERKEL,MERKEL,MERKEL,MERKEL,MERKEL,MERKEL,PRIEGO,PRIEGO,PRIEGO,PRIEGO,PRIEGO,PRIEGO,PRIEGO,HERBIET,HERBIET,HERBIET,HERBIET,HERBIET,HERBIET,HERBIET,MARINAKOU,MARINAKOU,MARINAKOU,MARINAKOU,MARINAKOU,MARINAKOU,MARINAKOU,VAN LENT,VAN LENT,VAN LENT,VAN LENT,VAN LENT,VAN LENT,VAN LENT,MARIDAL,MARIDAL,MARIDAL,MARIDAL,MARIDAL,MARIDAL,MARIDAL,PALMERO,PALMERO,PALMERO,PALMERO,PALMERO,PALMERO,PALMERO,GULIKERS,GULIKERS,GULIKERS,GULIKERS,GULIKERS,GULIKERS,GULIKERS,KUTLUK,KUTLUK,KUTLUK,KUTLUK,KUTLUK,KUTLUK,KUTLUK
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:00.000,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00
00:00.000,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00
00:00.550,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00
00:00.650,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00
00:00.650,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00
00:00.650,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00
00:00.750,26.062,7.668,0.000,0.000,0.000,0.000,.00,25.707,6.542,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,27.715,5.798,0.000,0.000,0.125,0.125,.00,27.279,4.516,0.000,0.000,0.000,0.000,.00,27.472,4.609,0.000,0.000,0.000,0.000,.00,28.099,4.393,0.000,0.000,0.473,0.473,.00,27.857,3.786,0.000,0.000,0.217,0.217,.00,27.218,2.729,0.000,0.000,0.000,0.000,.00,27.482,2.199,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,28.692,1.215,0.000,0.000,0.987,0.987,.00,29.16,1.224,0.000,0.000,1.472,1.472,.00,29.081,0.52,0.000,0.000,1.358,1.358,.00,0,0,0.000,0.000,0.000,0.000,.00,29.311,-0.717,0.000,0.000,1.557,1.557,.00,29.802,-0.871,0.000,0.000,2.000,2.000,.00,29.912,-1.815,0.000,0.000,2.000,2.000,.00,29.982,-1.617,0.000,0.000,2.000,2.000,.00,29.374,-3.14,0.000,0.000,0.000,0.000,.00,41.291,4.943,0.000,0.000,0.000,0.000,.00,41.949,4.564,0.000,0.000,0.000,0.000,.00,41.921,3.704,0.000,0.000,0.000,0.000,.00,42.178,2.937,0.000,0.000,0.000,0.000,.00,42.657,2.705,0.000,0.000,0.000,0.000,.00,42.99,2.326,0.000,0.000,0.000,0.000,.00,43.21,1.834,0.000,0.000,0.000,0.000,.00,43.312,1.209,0.000,0.000,0.000,0.000,.00,43.705,1.104,0.000,0.000,0.000,0.000,.00,44.129,0.818,0.000,0.000,0.000,0.000,.00,44.42,0.591,0.000,0.000,0.000,0.000,.00
00:00.851,26.072,7.675,0.000,0.000,0.000,0.000,13.01,25.875,6.697,0.000,0.000,0.000,0.000,13.55,0,0,0.000,0.000,0.000,0.000,.00,0,0,0.000,0.000,0.000,0.000,.00,27.687,5.82,0.010,0.020,0.158,0.158,15.50,27.242,4.543,0.000,0.000,0.000,0.000,16.10,27.685,4.568,0.022,0.044,0.068,0.068,16.17,27.931,4.191,0.030,0.060,0.473,0.473,16.76,27.858,3.732,0.016,0.031,0.217,0.217,17.02,27.583,3.257,0.023,0.046,0.000,0.000,17.32,27.846,2.619,0.011,0.022,0.176,0.176,17.88,0,0,0.053,0.105,0.000,0.000,.00,0,0,0.048,0.096,0.000,0.000,.00,28.694,1.347,0.066,0.132,1.061,1.061,19.43,29.104,1.22,0.092,0.183,1.472,1.472,19.75,29.085,0.59,0.088,0.176,1.384,1.384,20.20,0,0,0.050,0.099,0.000,0.000,.00,29.319,-0.644,0.104,0.207,1.567,1.567,21.23,29.799,-0.868,0.125,0.249,2.000,2.000,21.69,29.923,-1.797,0.125,0.249,2.000,2.000,22.43,30.116,-1.725,0.125,0.249,2.000,2.000,22.34,29.432,-3.027,0.000,0.000,0.000,0.000,22.99,41.143,4.865,0.000,0.000,0.000,0.000,25.70,42.211,4.807,0.000,0.000,0.000,0.000,26.44,41.874,3.677,0.000,0.000,0.000,0.000,27.02,42.167,2.92,0.000,0.000,0.000,0.000,27.75,42.661,2.714,0.000,0.000,0.000,0.000,28.25,43.003,2.416,0.000,0.000,0.000,0.000,28.75,43.257,1.872,0.000,0.000,0.000,0.000,29.26,43.328,1.266,0.000,0.000,0.000,0.000,29.77,43.756,1.115,0.000,0.000,0.000,0.000,30.12,44.142,0.848,0.000,0.000,0.000,0.000,30.63,44.409,0.608,0.000,0.000,0.000,0.000,30.99
